annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2014;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;191;87;80;46;28;60;88;1660;25900;1420;1950;29;;9.3;1870;SD34;1480;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;204;91;87;54;29;55;95;1700;26500;1500;2020;38;83;7.8;1900;SD34;1470;2330;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;;90;80;;28;45;83;1550;24200;1350;1800;;;10.1;1830;SD34;1460;2230;disc11_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;29;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD34;1490;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;SD31;1450;2180;disc11_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD31;1475;2280;disc11_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD31;1470;2330;disc11_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;103;86;72;43;35;36;85;1600;25000;1340;1950;28;;9.3;1870;SD33;1480;2280;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;87;90;60;32;34;47;81;1700;26500;ns;ns;45;;8.5;1830;SD33;1450;2180;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;103;84;79;50;35;49;92;1640;25500;1400;2000;28;;9.3;1870;SD33;1480;2280;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;401;80;70;38;32;35;85;1530;23800;1300;1840;33;74;9.3;1870;SD33;1480;2280;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;291;79;69;36;30;35;85;1500;23400;1290;1800;36;;9.3;1870;SD33;1480;2280;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;220;90;82;48;31;59;87;1700;26500;1480;2040;35;;7.8;1900;SD33;1470;2330;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;274;81;73;41;23;34;77;1630;25400;1370;1900;31;;9.9;1870;SD33;1490;2280;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;358;85;82;49;38;45;88;1630;25500;1350;1950;33;74;8.5;1830;SD66;1450;2180;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;268;85;81;46;39;40;87;1600;25000;1330;1900;37;;8.5;1830;SD66;1450;2180;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;85;90;76;58;48;63;92;1800;28100;1500;2420;34;;8.6;1865;SD66;1475;2280;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;374;83;71;43;36;40;87;1600;25000;1350;1870;38;76;8.6;1865;SD66;1475;2280;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;374;85;75;51;36;56;91;1700;26500;1460;2000;38;76;8.6;1865;SD66;1475;2280;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;268;93;82;49;39;58;90;1750;27300;1400;2080;37;;8.5;1830;SD66;1450;2180;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;314;84;72;35;38;53;90;1500;23400;1320;1840;35;;9.9;1870;SD66;1490;2280;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;5045;86;93;76;46;72;97;1960;30500;1700;2270;31;;9.3;1870;;1480;2280;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;5160;89;94;76;44;75;97;1980;30900;1700;2280;31;;8.6;1865;;1475;2280;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;5019;92;95;81;44;77;97;2030;31700;1800;2340;33;;7.8;1900;;1470;2330;disc12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;2690;82;89;61;55;50;96;1730;27000;1500;2070;35;61;8.5;1830;;1450;2180;disc13_18;2;2;47;;0;42;1;4;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;9;53;4;24;2;2;7
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;2590;80;87;54;52;47;94;1700;26500;1450;2000;35;60;8.6;1865;;1475;2280;disc13_18;2;3;42;;0;46;1;4;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;8;45;4;30;2;3;9
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1217;87;91;59;54;49;96;1750;27300;1500;2130;35;;8.5;1830;SD06;1450;2180;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;653;81;89;68;59;54;96;1800;28100;1520;2210;35;;8.5;1830;SD06;1450;2180;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1585;82;89;56;52;46;94;1700;26500;1460;2000;36;66;8.6;1865;SD06;1475;2280;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;;84;95;68;67;59;95;1870;29100;1580;2280;;;10.1;1830;SD06;1460;2230;disc13_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1442;85;91;62;61;60;95;1800;28100;1520;2170;34;65;10.1;1830;SD06;1460;2230;disc13_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1217;89;94;65;54;65;97;1900;29600;1610;2270;35;;8.5;1830;SD06;1450;2180;disc13_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;990;81;89;56;52;41;94;1640;25500;1420;2000;35;;9.9;1870;SD06;1490;2280;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1485;79;88;57;53;42;94;1650;25700;1440;2000;34;66;9.9;1870;SD06;1490;2280;disc13_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_01;Sciences de la vie;1654;87;91;62;54;59;95;1800;28100;1530;2180;34;67;9.3;1870;SD06;1480;2280;disc13_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;368;88;91;66;51;73;97;1830;28600;1560;2110;32;;8.5;1830;SD05;1450;2180;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;388;77;85;56;51;50;95;1650;25700;1410;1930;34;;8.5;1830;SD05;1450;2180;disc13_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;412;77;84;50;53;44;92;1670;26000;1370;2000;37;;8.6;1865;SD05;1475;2280;disc13_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;850;86;88;54;53;61;95;1770;27600;1460;2100;33;48;8.6;1865;SD05;1475;2280;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;;85;90;66;57;67;96;1800;28000;1500;2130;;;10.1;1830;SD05;1460;2230;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;738;88;92;65;56;71;97;1870;29200;1550;2200;33;48;7.8;1900;SD05;1470;2330;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;412;88;86;53;53;58;95;1700;26500;1450;2000;37;;8.6;1865;SD05;1475;2280;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;377;88;93;68;60;74;99;1920;29900;1600;2300;31;;7.8;1900;SD05;1470;2330;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;;77;87;;57;49;95;1700;26500;1480;2000;;;10.1;1830;SD05;1460;2230;disc13_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;864;82;89;60;59;59;93;1720;26800;1480;2070;36;51;9.3;1870;SD05;1480;2280;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;414;79;90;67;58;63;97;1750;27300;1500;2170;34;;9.9;1870;SD05;1490;2280;disc13_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_02;Sciences de l'univers;816;72;84;56;56;43;93;1600;25000;1380;1930;37;49;9.9;1870;SD05;1490;2280;disc13_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;163;81;81;41;44;48;97;1650;25700;1330;1970;31;67;9.3;1870;SD69;1480;2280;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;61;77;74;47;57;62;83;1700;26500;ns;ns;24;;8.6;1865;SD69;1475;2280;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;58;86;88;56;68;65;98;1620;25300;ns;ns;43;55;8.5;1830;SD69;1450;2180;disc13_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;155;84;90;50;50;65;93;1820;28400;1510;2190;25;61;8.6;1865;SD69;1475;2280;disc13_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;;82;80;;46;40;94;1550;24200;ns;ns;;;10.1;1830;SD69;1460;2230;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;134;83;83;48;46;59;95;1680;26200;1470;2010;29;61;10.1;1830;SD69;1460;2230;disc13_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;39;80;86;57;33;48;96;ns;ns;ns;ns;29;;9.9;1870;SD69;1490;2280;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;128;81;81;46;50;57;94;1650;25800;1430;2000;26;68;9.9;1870;SD69;1490;2280;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13_03;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;84;80;79;43;56;56;92;1650;25800;ns;ns;25;;9.9;1870;SD69;1490;2280;disc13_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;;83;93;70;51;60;96;2000;31200;1650;2370;32;49;9.9;1870;;1490;2280;disc14_18;0;4;59;;0;28;0;5;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;7;65;2;19;0;2;4
2016;MASTER LMD;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;358;84;95;65;52;53;97;1840;28600;1630;2080;27;;8.5;1830;SD03;1450;2180;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14_01;Chimie;203;74;90;58;56;51;96;1900;29600;1600;2190;28;;9.3;1870;SD03;1480;2280;disc14_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
