annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2013;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1220;85;88;76;36;45;55;1520;23700;1400;1800;31;;9.9;1870;SD32;1490;2280;disc09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Psychologie>Psychologie;SHS;Sciences humaines et sociales;disc09;Psychologie;disc09;Psychologie;1220;89;93;83;36;60;64;1650;25700;1450;1890;31;;9.9;1870;SD32;1490;2280;disc09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1051;88;77;50;38;63;92;1750;27300;1480;2100;30;;9.3;1870;SD35;1480;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1386;86;82;52;42;52;90;1700;26500;1410;2000;30;72;8.5;1830;SD35;1450;2180;disc10_18;4;1;46;;0;37;1;2;5;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;46;4;27;2;1;15
2014;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;509;86;83;60;45;57;89;1810;28200;1500;2080;28;;9.3;1870;SD35;1480;2280;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;386;88;91;69;48;62;91;2000;31200;1650;2310;26;;8.5;1830;SD35;1450;2180;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1569;85;76;49;40;51;87;1680;26300;1400;2000;29;68;9.3;1870;SD35;1480;2280;disc10_18;6;1;44;;0;36;1;3;5;0;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;5;43;4;23;3;1;22
2015;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;481;90;89;66;50;70;94;2000;31200;1630;2310;28;;8.6;1865;SD35;1475;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1064;83;73;42;42;52;89;1600;25000;1360;1940;31;;8.6;1865;SD35;1475;2280;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1551;88;82;54;44;67;92;1810;28200;1500;2200;30;69;8.6;1865;SD35;1475;2280;disc10_30;6;3;58;;0;24;0;1;5;0;1;1;6;14;65;4;11;0;;;0;1;4;1;;9;35;3;9;2;5;7;3;10;10;;;;6;49;3;24;3;1;14
2015;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1064;87;78;49;42;65;92;1750;27300;1460;2100;31;;8.6;1865;SD35;1475;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;;88;85;62;49;68;91;1980;30900;1600;2300;;;10.1;1830;SD35;1460;2230;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1499;91;87;57;43;66;92;1830;28600;1500;2200;35;75;7.8;1900;SD35;1470;2330;disc10_30;7;3;56;1;;26;1;1;4;0;0;1;6;17;59;7;10;0;0;0;0;1;4;1;2;10;33;3;7;3;6;11;3;12;5;;2;4;9;45;6;23;3;0;7
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;1458;82;75;46;44;51;87;1650;25700;1370;2000;29;67;10.1;1830;SD35;1460;2230;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;474;87;84;61;50;62;89;1800;28100;1500;2100;26;;9.9;1870;SD35;1490;2280;disc10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;474;88;87;64;50;71;92;1930;30100;1600;2300;26;;9.9;1870;SD35;1490;2280;disc10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;425;88;79;48;45;55;92;1690;26300;1480;1980;35;;9.3;1870;SD29;1480;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;377;88;88;73;42;72;96;2000;31200;1730;2350;31;;8.5;1830;SD29;1450;2180;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;741;88;87;56;45;56;95;1800;28100;1550;2100;34;55;8.6;1865;SD29;1475;2280;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;1059;87;87;59;43;58;96;1750;27300;1500;2000;33;61;7.8;1900;SD29;1470;2330;disc11_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_01;Aménagement;1059;91;91;63;43;69;97;1900;29600;1600;2200;33;61;7.8;1900;SD29;1470;2330;disc11_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;86;71;66;40;45;35;87;1400;21800;ns;ns;35;;9.3;1870;SD30;1480;2280;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;;66;73;27;44;17;87;ns;ns;ns;ns;;;10.1;1830;SD30;1460;2230;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;47;74;74;11;55;24;71;ns;ns;ns;ns;48;;7.8;1900;SD30;1470;2330;disc11_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_02;Archéologie, ethnologie, préhistoire;75;64;61;37;31;48;76;ns;ns;ns;ns;37;;9.9;1870;SD30;1490;2280;disc11_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;40;83;88;59;33;48;79;ns;ns;ns;ns;23;;9.3;1870;SD26;1480;2280;disc11_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;30;63;ns;ns;ns;ns;ns;ns;ns;ns;ns;29;;8.6;1865;SD26;1475;2280;disc11_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;51;80;65;51;34;45;74;ns;ns;ns;ns;29;;8.6;1865;SD26;1475;2280;disc11_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;;84;ns;;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD26;1460;2230;disc11_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;23;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD26;1470;2330;disc11_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;45;72;ns;ns;30;56;75;ns;ns;ns;ns;31;;7.8;1900;SD26;1470;2330;disc11_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;70;87;82;66;28;68;85;2030;31600;ns;ns;18;52;10.1;1830;SD26;1460;2230;disc11_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;30;77;ns;ns;ns;ns;ns;ns;ns;ns;ns;26;;8.5;1830;SD26;1450;2180;disc11_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;68;89;87;67;20;71;78;1800;28100;ns;ns;30;60;9.9;1870;SD26;1490;2280;disc11_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_03;Philosophie, épistémologie;28;87;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD26;1490;2280;disc11_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;184;87;84;50;33;47;86;1660;25900;1460;2000;35;84;8.5;1830;SD34;1450;2180;disc11_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;23;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD34;1450;2180;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;211;89;81;43;26;44;84;1550;24200;1350;1820;28;86;10.1;1830;SD34;1460;2230;disc11_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;160;90;85;51;35;56;89;1680;26300;1480;2000;36;;8.5;1830;SD34;1450;2180;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;193;89;79;42;28;59;86;1730;27000;1500;1980;35;;8.6;1865;SD34;1475;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_04;Sciences de l'éducation;158;90;82;41;32;57;87;1660;25900;1420;1920;36;;9.9;1870;SD34;1490;2280;disc11_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD31;1450;2180;disc11_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;4;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD31;1475;2280;disc11_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD31;1470;2330;disc11_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD31;1460;2230;disc11_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;29;ns;9.7;1800;SD31;;;disc11_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;10.1;1830;SD31;1460;2230;disc11_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD31;1490;2280;disc11_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences religieuses;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_05;Sciences religieuses;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD31;1480;2280;disc11_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;87;80;87;50;34;66;88;1880;29300;1690;2200;45;;8.5;1830;SD33;1450;2180;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;377;81;71;42;34;42;81;1580;24600;1330;1830;35;79;8.6;1865;SD33;1475;2280;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;;77;83;;21;47;87;1750;27300;ns;ns;;;10.1;1830;SD33;1460;2230;disc11_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;249;85;83;48;34;51;86;1680;26200;1400;2100;39;;8.5;1830;SD33;1450;2180;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_06;Sociologie, démographie;345;84;84;49;34;55;87;1750;27300;1460;2100;40;73;8.5;1830;SD33;1450;2180;disc11_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;90;98;86;58;36;70;93;1850;28900;1500;2200;22;;8.5;1830;SD66;1450;2180;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;294;81;69;34;37;45;88;1500;23400;1300;1700;39;;9.3;1870;SD66;1480;2280;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;;78;72;48;25;66;87;1700;26500;ns;ns;;;10.1;1830;SD66;1460;2230;disc11_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;disc11_07;Pluridisciplinaire sciences humaines et sociales;417;85;78;46;41;45;89;1600;25000;1400;1950;41;75;7.8;1900;SD66;1470;2330;disc11_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
